ID ,Producto,Km, Tipo, Costo
327,MONITOR_SAMSUNG_24,48,1,3546
330,MONITOR_SAMSUNG_24,53,1,4570
332,MONITOR_SAMSUNG_24,102,1,8490
333,CELULAR_MOTOG5,53,1,4570
336,CELULAR_MOTOG6,41,1,3077
338,MOUSE_GENIUS,62,1,5290
341,CELULAR_MOTOG5,109,1,9050
342,CELULAR_MOTOG5,77,1,6490
343,NOTEBOOK_HP,72,1,6090
351,CELULAR_MOTOG6,21,1,1737
353,CELULAR_MOTOG5,65,1,5530
358,MOUSE_GENIUS,34,1,2608
363,TECLADO_ESP,57,1,4890
366,TECLADO_ESP,66,1,5610
367,MOUSE_GENIUS,50,1,3680
369,CELULAR_MOTOG6,52,1,4490
377,CELULAR_MOTOG5,71,1,6010
381,MONITOR_SAMSUNG_24,48,1,3546
385,CELULAR_MOTOG6,71,1,6010
388,TECLADO_ESP,76,1,6410
389,CELULAR_MOTOG5,61,1,5210
391,MONITOR_SAMSUNG_24,93,1,7770
397,CELULAR_MOTOG5,65,1,5530
400,CELULAR_MOTOG6,57,1,4890
403,TECLADO_ESP,91,1,7610
405,MONITOR_SAMSUNG_24,79,1,6650
406,MOUSE_GENIUS,19,1,1603
407,MONITOR_SAMSUNG_24,69,1,5850
408,MOUSE_GENIUS,10,1,1000
411,CELULAR_MOTOG5,71,1,6010
412,TV_LG_54,12,1,1134
414,CELULAR_MOTOG6,79,1,6650
421,TV_LG_54,36,1,2742
427,MONITOR_SAMSUNG_24,21,1,1737
429,CELULAR_MOTOG6,29,1,2273
433,CELULAR_MOTOG5,50,1,3680
434,TV_LG_54,85,1,7130
435,NOTEBOOK_HP,92,1,7690
437,NOTEBOOK_HP,51,1,4410
440,MOUSE_GENIUS,84,1,7050
441,TV_LG_54,98,1,8170
446,MONITOR_SAMSUNG_24,77,1,6490
449,CELULAR_MOTOG6,46,1,3412
455,MOUSE_GENIUS,71,1,6010
457,CELULAR_MOTOG5,100,1,8330
460,NOTEBOOK_HP,69,1,5850
462,TECLADO_ESP,51,1,4410
465,MOUSE_GENIUS,34,1,2608
466,TECLADO_ESP,50,1,3680
471,TECLADO_ESP,13,1,1201
473,NOTEBOOK_HP,34,1,2608
474,CELULAR_MOTOG5,69,1,5850
476,MONITOR_SAMSUNG_24,15,1,1335
480,TV_LG_54,79,1,6650
486,TECLADO_ESP,37,1,2809
490,MONITOR_SAMSUNG_24,78,1,6570
491,TV_LG_54,71,1,6010
492,MOUSE_GENIUS,21,1,1737
494,CELULAR_MOTOG6,84,1,7050
500,MOUSE_GENIUS,16,1,1402
